loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
L000316,43.0,2022-11,2019-04,44.0,316.0,221000.0,193988.88888888946,,620-659,81-90,,AZ,Purchase,Second Home,Single Family,Servicer_A,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.090679,SystemB,Complete,1,1,1,0,Prepaid,0,None
L000316,44.0,2022-12,2019-04,45.0,315.0,,193375.00000000058,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_A,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.090717,SystemA,Partial,1,1,1,0,Prepaid,0,None
L000316,45.0,2023-01,2019-04,46.0,,221000.0,192761.1111111117,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_D,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.090754,SystemB,Complete,1,1,1,0,Prepaid,0,None
L000316,46.0,2023-02,2019-04,47.0,313.0,221000.0,192147.22222222283,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_C,,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.090790,SystemB,Under Review,1,1,1,0,Prepaid,0,None
L000316,47.0,2023-03,2019-04,,312.0,221000.0,191533.33333333395,4.82,,81-90,31-40,,Purchase,Second Home,Single Family,Servicer_A,Prepaid,0.0,0.0,1.0,,None,2026-08-25T20:24:24.090826,SystemB,Missing,1,1,1,0,Prepaid,0,None
L000316,48.0,2023-04,2019-04,49.0,311.0,221000.0,190919.44444444508,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_B,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.090860,SystemA,Complete,1,1,1,0,Prepaid,0,None
L000316,49.0,2023-05,2019-04,50.0,310.0,221000.0,190305.5555555562,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_D,Prepaid,0.0,1.0,1.0,0.0,None,2026-08-25T20:24:24.090894,SystemB,Under Review,1,1,1,0,Prepaid,0,None
L000316,50.0,2023-06,2019-04,51.0,309.0,221000.0,189691.66666666733,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_C,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.090928,SystemB,,1,1,1,0,Prepaid,0,None
L000316,51.0,2023-07,2019-04,52.0,308.0,221000.0,189077.77777777845,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_C,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.090963,SystemA,Missing,1,1,1,0,Prepaid,0,None
L000316,52.0,2023-08,2019-04,53.0,307.0,221000.0,188463.88888888957,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_C,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091000,SystemB,Under Review,1,1,1,0,Prepaid,0,None
L000316,53.0,2023-09,2019-04,54.0,306.0,221000.0,187850.0000000007,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_B,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091035,SystemB,Complete,1,1,1,0,Prepaid,0,None
L000316,54.0,2023-10,2019-04,55.0,305.0,221000.0,187236.11111111182,4.82,620-659,81-90,31-40,AZ,,Second Home,Single Family,Servicer_C,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091070,SystemB,Under Review,1,1,1,0,Prepaid,0,None
L000316,55.0,2023-11,2019-04,56.0,304.0,221000.0,186622.22222222295,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_B,Prepaid,,0.0,1.0,0.0,None,2026-08-25T20:24:24.091104,SystemB,,1,1,1,0,Prepaid,0,None
L000316,56.0,2023-12,2019-04,57.0,303.0,221000.0,186008.33333333407,,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_C,Prepaid,0.0,0.0,,0.0,None,2026-08-25T20:24:24.091138,SystemA,Under Review,1,1,1,0,Prepaid,0,None
L000316,57.0,2024-01,2019-04,58.0,302.0,221000.0,185394.4444444452,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_D,Prepaid,0.0,0.0,1.0,0.0,,2026-08-25T20:24:24.091172,SystemB,Missing,1,1,1,0,Prepaid,0,None
L000316,58.0,2024-02,2019-04,59.0,301.0,221000.0,184780.55555555632,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_D,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091207,SystemA,Missing,1,1,1,0,Prepaid,0,None
L000316,59.0,2024-03,2019-04,60.0,300.0,221000.0,184166.66666666744,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_A,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091242,SystemB,Complete,1,1,1,0,Prepaid,0,None
L000316,60.0,2024-04,2019-04,61.0,299.0,221000.0,183552.77777777857,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_D,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091276,SystemB,Missing,1,1,1,0,Prepaid,0,None
L000316,61.0,2024-05,2019-04,62.0,298.0,221000.0,,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_A,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091310,SystemA,Under Review,1,1,1,0,Prepaid,0,None
L000316,62.0,2024-06,2019-04,63.0,297.0,221000.0,182325.00000000081,4.82,620-659,81-90,31-40,AZ,Purchase,,Single Family,,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091345,SystemB,Complete,1,1,1,0,Prepaid,0,None
L000316,63.0,2024-07,2019-04,64.0,296.0,221000.0,181711.11111111194,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_D,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091379,SystemA,Missing,1,1,1,0,Prepaid,0,None
L000316,64.0,2024-08,2019-04,65.0,295.0,221000.0,181097.22222222306,4.82,620-659,81-90,31-40,,Purchase,Second Home,Single Family,Servicer_C,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091413,SystemB,Under Review,1,1,1,0,Prepaid,0,None
L000316,65.0,2024-09,2019-04,66.0,294.0,221000.0,180483.3333333342,4.82,,81-90,31-40,AZ,Purchase,,Single Family,Servicer_A,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091449,SystemB,Partial,1,1,1,0,Prepaid,0,None
L000316,66.0,2024-10,2019-04,67.0,293.0,221000.0,179869.4444444453,4.82,620-659,,31-40,AZ,Purchase,Second Home,Single Family,Servicer_D,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091483,SystemB,Missing,1,1,1,0,Prepaid,0,None
L000316,67.0,2024-11,2019-04,68.0,292.0,221000.0,179255.55555555644,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_C,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091517,SystemB,Missing,1,1,1,0,Prepaid,0,None
L000316,68.0,2024-12,2019-04,69.0,291.0,221000.0,178641.66666666756,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_D,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091550,SystemA,Under Review,1,1,1,0,Prepaid,0,None
L000316,69.0,2025-01,2019-04,70.0,290.0,221000.0,178027.77777777868,,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_C,Prepaid,0.0,1.0,1.0,0.0,None,2026-08-25T20:24:24.091585,SystemB,Partial,1,1,1,0,Prepaid,0,None
L000316,70.0,2025-02,2019-04,71.0,289.0,221000.0,177413.8888888898,4.82,620-659,81-90,31-40,AZ,,Second Home,Single Family,Servicer_B,Prepaid,0.0,0.0,,0.0,None,2026-08-25T20:24:24.091620,SystemB,Partial,1,1,1,0,Prepaid,0,None
L000316,71.0,2025-03,2019-04,72.0,288.0,221000.0,176800.00000000093,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_A,Prepaid,0.0,0.0,1.0,0.0,,,SystemB,Missing,1,1,1,0,Prepaid,1,Balance_Discrepancy
L000316,72.0,2025-04,2019-04,73.0,287.0,221000.0,176186.11111111206,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_B,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091693,SystemB,Missing,1,1,1,0,Prepaid,0,None
L000316,73.0,2025-05,2019-04,74.0,286.0,221000.0,175572.22222222318,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_C,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091727,SystemB,Partial,1,1,1,0,Prepaid,0,None
L000316,74.0,2025-06,2019-04,75.0,285.0,221000.0,174958.3333333343,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091761,SystemA,Partial,1,1,1,0,Prepaid,0,None
L000316,75.0,2025-07,2019-04,76.0,284.0,221000.0,174344.44444444543,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_C,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091795,SystemB,Partial,1,1,1,0,Prepaid,0,None
L000316,76.0,2025-08,2019-04,77.0,283.0,221000.0,173730.55555555655,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_A,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091831,SystemB,Partial,1,1,1,0,Prepaid,0,None
L000316,77.0,2025-09,2019-04,78.0,282.0,221000.0,173116.66666666768,4.82,620-659,81-90,31-40,AZ,,Second Home,Single Family,,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091865,SystemB,Under Review,1,1,1,0,Prepaid,1,Payment_Anomaly
L000316,78.0,2025-10,2019-04,79.0,281.0,221000.0,172502.7777777788,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_A,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091904,SystemB,Partial,1,1,1,0,Prepaid,0,None
L000316,79.0,2025-11,2019-04,80.0,280.0,221000.0,171888.88888888992,4.82,620-659,81-90,31-40,AZ,Purchase,Second Home,Single Family,Servicer_C,Prepaid,0.0,0.0,1.0,0.0,None,2026-08-25T20:24:24.091939,SystemA,Under Review,1,1,1,0,Prepaid,0,None
L000183,0.0,2019-04,2019-04,1.0,359.0,166000.0,165538.88888888888,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092039,SystemB,Under Review,0,0,0,1,Current,0,None
L000183,1.0,2019-05,2019-04,2.0,358.0,166000.0,165077.77777777775,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_C,Current,0.0,0.0,0.0,0.0,None,,SystemB,Partial,0,1,0,0,Current,0,None
L000183,2.0,2019-06,2019-04,3.0,357.0,166000.0,164616.66666666663,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092123,SystemB,Under Review,0,0,0,0,Current,0,None
L000183,3.0,2019-07,2019-04,4.0,356.0,166000.0,164155.5555555555,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092164,SystemB,Partial,0,1,0,0,Current,1,Document_Gap
L000183,4.0,2019-08,2019-04,,355.0,166000.0,163694.44444444438,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092209,,Complete,0,1,0,0,Current,0,None
L000183,5.0,2019-09,2019-04,6.0,354.0,166000.0,163233.33333333326,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092248,SystemA,,0,0,0,0,Current,0,None
L000183,6.0,2019-10,2019-04,7.0,353.0,166000.0,162772.22222222213,5.86,700-739,,21-30,TN,Refinance,Investment,Single Family,Servicer_C,Current,0.0,0.0,0.0,,None,2026-08-25T20:24:24.092287,SystemB,Missing,0,0,0,0,Current,1,Balance_Discrepancy
L000183,7.0,2019-11,2019-04,8.0,352.0,166000.0,162311.111111111,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092335,SystemA,,0,0,0,0,30DPD,0,None
L000183,8.0,2019-12,2019-04,9.0,351.0,166000.0,161849.99999999988,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092374,SystemA,Complete,0,0,0,0,Current,0,None
L000183,9.0,2020-01,2019-04,10.0,350.0,166000.0,161388.88888888876,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092413,SystemB,Under Review,0,1,0,0,Current,0,None
L000183,10.0,2020-02,2019-04,11.0,349.0,166000.0,160927.77777777764,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_D,30DPD,30.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092454,SystemA,Complete,1,1,0,0,Current,0,None
L000183,,2020-03,2019-04,12.0,348.0,166000.0,160466.6666666665,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092495,SystemB,Partial,0,0,0,0,Current,0,None
L000183,12.0,2020-04,2019-04,13.0,347.0,166000.0,160005.5555555554,,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_C,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092537,SystemA,Partial,0,0,0,0,Current,0,None
L000183,13.0,2020-05,2019-04,14.0,346.0,166000.0,159544.44444444426,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_C,Current,0.0,0.0,0.0,0.0,None,,SystemB,,0,1,0,0,Current,0,None
L000183,14.0,2020-06,2019-04,15.0,345.0,166000.0,,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092616,SystemB,Partial,0,0,0,0,Current,0,None
L000183,15.0,2020-07,2019-04,16.0,344.0,166000.0,158622.22222222202,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_D,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092676,SystemB,Partial,0,0,0,0,Current,0,None
L000183,16.0,2020-08,2019-04,17.0,343.0,166000.0,158161.1111111109,5.86,700-739,61-70,21-30,,Refinance,Investment,Single Family,Servicer_D,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092722,SystemB,Missing,0,0,0,0,Current,1,Payment_Anomaly
L000183,17.0,2020-09,2019-04,18.0,342.0,166000.0,157699.99999999977,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092769,SystemA,Missing,0,0,0,0,Current,0,None
L000183,18.0,2020-10,2019-04,19.0,341.0,166000.0,157238.88888888864,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092808,SystemB,Under Review,0,1,0,0,Current,0,None
L000183,19.0,2020-11,2019-04,,340.0,166000.0,156777.77777777752,5.86,700-739,,21-30,TN,Refinance,Investment,Single Family,Servicer_C,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092849,SystemB,Under Review,0,0,0,0,Current,0,None
L000183,20.0,2020-12,2019-04,21.0,339.0,166000.0,156316.6666666664,5.86,,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,,,0.0,0.0,0.0,None,2026-08-25T20:24:24.092888,SystemA,Partial,1,0,0,0,Current,0,None
L000183,21.0,2021-01,2019-04,22.0,338.0,166000.0,155855.55555555527,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.092928,,Partial,0,0,0,0,Current,0,None
L000183,22.0,2021-02,2019-04,23.0,337.0,166000.0,155394.44444444415,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_B,Current,0.0,0.0,,0.0,None,2026-08-25T20:24:24.092968,SystemA,Missing,0,0,0,0,Current,0,None
L000183,23.0,2021-03,2019-04,24.0,336.0,166000.0,154933.33333333302,5.86,,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_C,Current,,0.0,0.0,0.0,,2026-08-25T20:24:24.093005,SystemB,Missing,0,0,0,0,Current,0,None
L000183,24.0,2021-04,2019-04,25.0,335.0,166000.0,154472.2222222219,5.86,700-739,61-70,21-30,,Refinance,Investment,Single Family,Servicer_D,Current,0.0,0.0,0.0,0.0,,2026-08-25T20:24:24.093043,SystemB,Partial,0,1,0,0,Current,0,None
L000183,25.0,2021-05,2019-04,26.0,334.0,166000.0,154011.11111111077,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093081,SystemB,Complete,1,1,0,1,Current,1,Balance_Discrepancy
L000183,26.0,2021-06,2019-04,27.0,333.0,,153549.99999999965,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_C,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093125,SystemB,,0,0,0,0,Current,0,None
L000183,27.0,2021-07,2019-04,28.0,332.0,166000.0,153088.88888888853,5.86,,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093163,SystemB,Partial,0,0,0,1,Current,0,None
L000183,28.0,2021-08,2019-04,29.0,331.0,166000.0,152627.7777777774,5.86,700-739,,21-30,,Refinance,Investment,Single Family,Servicer_C,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093267,SystemB,Under Review,0,0,0,0,Current,0,None
L000183,29.0,2021-09,2019-04,30.0,330.0,166000.0,152166.66666666628,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_C,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093307,SystemB,Under Review,1,0,0,0,Current,0,None
L000183,30.0,2021-10,2019-04,31.0,329.0,,151705.55555555515,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_C,,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093346,SystemB,Complete,0,0,0,0,30DPD,0,None
L000183,31.0,2021-11,2019-04,32.0,328.0,166000.0,151244.44444444403,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093389,SystemB,Under Review,0,0,0,0,Current,0,None
L000183,32.0,2021-12,2019-04,33.0,327.0,166000.0,150783.3333333329,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_D,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093428,SystemA,Under Review,0,0,0,0,Current,0,None
L000183,33.0,2022-01,2019-04,34.0,326.0,166000.0,150322.22222222178,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_C,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093590,SystemA,Complete,0,0,0,0,Current,0,None
L000183,34.0,2022-02,2019-04,35.0,325.0,166000.0,149861.11111111066,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093697,SystemB,Under Review,1,0,0,0,Current,0,None
L000183,35.0,2022-03,2019-04,36.0,324.0,166000.0,149399.99999999953,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_D,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093755,SystemB,Missing,0,0,0,0,30DPD,0,None
L000183,36.0,2022-04,2019-04,37.0,323.0,166000.0,148938.8888888884,,,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_B,Current,0.0,0.0,0.0,,None,2026-08-25T20:24:24.093799,SystemA,Partial,0,0,0,0,Current,0,None
L000183,37.0,2022-05,2019-04,38.0,322.0,166000.0,148477.7777777773,,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_D,,,0.0,0.0,0.0,None,2026-08-25T20:24:24.093841,SystemB,Missing,0,0,0,0,Current,0,None
L000183,38.0,2022-06,2019-04,39.0,,166000.0,148016.66666666616,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_D,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093880,SystemA,Missing,0,0,0,0,Current,0,None
L000183,39.0,2022-07,2019-04,40.0,320.0,166000.0,147555.55555555504,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093919,SystemB,Under Review,0,1,0,0,Current,0,None
L000183,40.0,2022-08,2019-04,41.0,319.0,166000.0,147094.4444444439,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_C,30DPD,30.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.093958,SystemA,Partial,1,1,0,0,30DPD,0,None
L000183,41.0,2022-09,2019-04,42.0,318.0,166000.0,146633.3333333328,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_C,30DPD,30.0,1.0,0.0,0.0,None,2026-08-25T20:24:24.093996,SystemA,Missing,1,1,0,0,30DPD,0,None
L000183,42.0,2022-10,2019-04,43.0,317.0,166000.0,146172.22222222167,5.86,,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,30DPD,30.0,0.0,,0.0,None,2026-08-25T20:24:24.094035,SystemB,Complete,1,1,0,0,30DPD,0,None
L000183,43.0,2022-11,2019-04,44.0,316.0,166000.0,145711.11111111054,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_D,60DPD,60.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.094071,SystemA,Under Review,1,1,1,0,60DPD,0,None
L000183,44.0,2022-12,2019-04,45.0,,166000.0,,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,60DPD,60.0,1.0,0.0,0.0,None,2026-08-25T20:24:24.094111,SystemA,Missing,1,1,1,0,60DPD,0,None
L000183,45.0,2023-01,2019-04,46.0,314.0,166000.0,144788.8888888883,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_D,60DPD,60.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.094150,SystemB,Complete,1,1,1,0,Current,0,None
L000183,46.0,2023-02,2019-04,47.0,313.0,166000.0,144327.77777777717,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_B,60DPD,60.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.094187,SystemB,Partial,1,1,1,0,60DPD,0,None
L000183,47.0,2023-03,2019-04,48.0,312.0,166000.0,143866.66666666605,5.86,700-739,61-70,21-30,TN,Refinance,Investment,Single Family,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.094225,SystemA,Partial,0,0,1,0,Current,0,None
L000366,0.0,2019-04,2019-04,1.0,359.0,406000.0,404872.22222222225,6.77,780+,<=60,41-50,TN,Purchase,Investment,Condo,Servicer_C,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.094360,SystemA,Partial,0,0,0,0,Current,0,None
L000366,1.0,2019-05,2019-04,2.0,358.0,,403744.4444444445,6.77,780+,<=60,41-50,TN,Purchase,Investment,Condo,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.094400,SystemA,Under Review,1,1,0,0,Current,0,None
L000366,2.0,2019-06,2019-04,3.0,357.0,406000.0,402616.66666666674,6.77,780+,<=60,41-50,TN,Purchase,Investment,Condo,Servicer_B,Current,0.0,,0.0,0.0,None,2026-08-25T20:24:24.094439,SystemA,Missing,0,0,0,0,Current,0,None
L000366,3.0,2019-07,2019-04,4.0,356.0,406000.0,401488.888888889,6.77,780+,<=60,41-50,TN,Purchase,Investment,Condo,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.094476,SystemA,Complete,0,0,0,0,Current,0,None
L000366,4.0,2019-08,2019-04,5.0,355.0,406000.0,400361.11111111124,6.77,780+,<=60,41-50,TN,Purchase,Investment,Condo,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.094513,SystemA,Complete,0,0,0,0,Current,0,None
L000366,5.0,2019-09,2019-04,6.0,354.0,406000.0,,6.77,780+,<=60,,TN,Purchase,Investment,Condo,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.094550,SystemA,Missing,0,0,0,0,Current,0,None
L000366,6.0,2019-10,2019-04,,353.0,406000.0,398105.55555555574,6.77,780+,<=60,41-50,TN,Purchase,Investment,Condo,Servicer_C,,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.094594,SystemA,Missing,0,0,0,0,Current,0,None
L000366,7.0,2019-11,2019-04,8.0,352.0,406000.0,396977.777777778,6.77,,,41-50,TN,,Investment,Condo,Servicer_C,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.094678,SystemA,Complete,0,0,0,0,30DPD,0,None
L000366,8.0,2019-12,2019-04,9.0,351.0,406000.0,395850.00000000023,6.77,780+,<=60,41-50,TN,Purchase,Investment,Condo,Servicer_C,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.094760,SystemA,Partial,0,1,0,0,Current,1,Document_Gap
L000366,9.0,2020-01,2019-04,10.0,350.0,406000.0,,6.77,780+,<=60,41-50,TN,Purchase,Investment,Condo,Servicer_D,Current,0.0,0.0,0.0,0.0,None,,SystemA,Complete,0,0,0,0,30DPD,0,None
L000366,10.0,2020-02,2019-04,11.0,349.0,406000.0,393594.4444444447,6.77,780+,<=60,41-50,TN,Purchase,Investment,Condo,Servicer_B,Current,,0.0,0.0,0.0,None,2026-08-25T20:24:24.094944,,Partial,0,0,0,0,Current,0,None
L000366,11.0,2020-03,2019-04,12.0,348.0,406000.0,392466.666666667,,780+,<=60,41-50,,Purchase,Investment,,Servicer_A,Current,0.0,,0.0,0.0,None,2026-08-25T20:24:24.095030,SystemA,Complete,0,0,0,0,Current,0,None
L000366,12.0,2020-04,2019-04,13.0,347.0,406000.0,391338.8888888892,6.77,780+,<=60,41-50,TN,Purchase,Investment,Condo,Servicer_C,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.095115,SystemA,Complete,0,0,0,0,Current,0,None
