loan_id,update_date,field_updated,old_value,new_value,servicer_name,source_system
L000264,2026-08-23,current_balance,130610,178068,Servicer_A,SystemB
L000244,2026-08-12,current_status,191951,112911,Servicer_C,SystemA
L000221,2026-07-31,current_balance,121383,152910,Servicer_A,SystemA
L000217,2026-05-31,current_balance,139076,124374,Servicer_D,SystemA
L000007,2026-05-29,interest_rate,131642,162228,Servicer_D,SystemA
L000330,2026-08-17,interest_rate,182842,179644,Servicer_C,SystemB
L000399,2026-07-31,interest_rate,184732,101384,Servicer_C,SystemA
L000081,2026-08-20,current_balance,166889,98696,Servicer_D,SystemA
L000260,2026-07-04,interest_rate,102862,189289,Servicer_A,SystemB
L000415,2026-06-01,current_balance,173491,138475,Servicer_A,SystemB
L000092,2026-06-19,interest_rate,127003,170147,Servicer_A,SystemA
L000382,2026-06-17,interest_rate,114144,141240,Servicer_B,SystemA
L000141,2026-06-03,current_balance,178247,172396,Servicer_C,SystemB
L000196,2026-08-09,current_balance,156785,149805,Servicer_C,SystemB
L000204,2026-06-10,interest_rate,129021,181605,Servicer_D,SystemB
L000262,2026-07-30,interest_rate,137927,159320,Servicer_B,SystemB
L000276,2026-05-24,current_balance,185014,135801,Servicer_B,SystemA
L000389,2026-06-19,current_status,156036,148765,Servicer_D,SystemA
L000335,2026-08-19,interest_rate,117841,156799,Servicer_D,SystemA
L000426,2026-06-16,current_balance,140113,184527,Servicer_C,SystemB
L000497,2026-07-20,interest_rate,126901,134262,Servicer_C,SystemB
L000100,2026-06-26,interest_rate,139936,119364,Servicer_A,SystemB
L000075,2026-06-18,current_status,105165,112136,Servicer_A,SystemA
L000477,2026-05-27,current_balance,123883,122266,Servicer_B,SystemB
L000365,2026-08-10,current_balance,158726,132906,Servicer_B,SystemA
L000023,2026-07-15,current_balance,170460,168525,Servicer_A,SystemB
L000393,2026-08-10,current_status,167201,141712,Servicer_D,SystemA
L000111,2026-07-06,interest_rate,158247,136911,Servicer_C,SystemA
L000143,2026-08-11,current_status,132080,149285,Servicer_D,SystemB
L000290,2026-05-30,current_balance,189330,112179,Servicer_A,SystemB
L000199,2026-05-19,current_status,141812,98477,Servicer_C,SystemB
L000445,2026-07-05,interest_rate,199033,142434,Servicer_A,SystemB
L000031,2026-05-20,interest_rate,111972,166443,Servicer_A,SystemA
L000107,2026-05-27,current_balance,102837,91565,Servicer_B,SystemB
L000091,2026-06-11,current_balance,171148,94054,Servicer_A,SystemA
L000178,2026-07-21,current_balance,177037,161344,Servicer_D,SystemA
L000365,2026-06-17,interest_rate,152626,102694,Servicer_B,SystemA
L000016,2026-07-25,current_status,118934,110493,Servicer_C,SystemA
L000021,2026-07-07,current_balance,118295,149982,Servicer_D,SystemB
L000232,2026-05-22,current_status,121050,109221,Servicer_C,SystemB
L000481,2026-05-18,interest_rate,190400,106507,Servicer_C,SystemA
L000399,2026-08-19,current_status,179115,139635,Servicer_B,SystemA
L000044,2026-07-15,interest_rate,137472,158136,Servicer_A,SystemA
L000258,2026-05-26,current_status,109303,149369,Servicer_A,SystemA
L000073,2026-06-29,current_balance,187608,96198,Servicer_C,SystemA
L000410,2026-08-03,current_balance,122459,153095,Servicer_D,SystemB
L000133,2026-07-14,interest_rate,180817,131968,Servicer_C,SystemA
L000188,2026-05-22,interest_rate,165526,143522,Servicer_A,SystemA
L000204,2026-08-21,current_status,181531,156652,Servicer_C,SystemA
L000220,2026-06-19,interest_rate,186083,119339,Servicer_B,SystemB
L000447,2026-08-18,interest_rate,117176,130573,Servicer_C,SystemA
L000127,2026-07-23,interest_rate,182850,157783,Servicer_C,SystemA
L000200,2026-06-28,current_status,158027,139435,Servicer_A,SystemA
L000421,2026-06-18,current_balance,144965,170555,Servicer_A,SystemA
L000185,2026-08-12,current_balance,132850,119209,Servicer_B,SystemA
L000270,2026-07-08,current_status,122777,146312,Servicer_B,SystemA
L000337,2026-07-08,current_status,115797,158726,Servicer_D,SystemB
L000157,2026-06-03,current_status,173983,123173,Servicer_D,SystemB
L000187,2026-05-21,current_balance,168039,167887,Servicer_B,SystemA
L000171,2026-06-02,current_status,157119,143396,Servicer_D,SystemB
L000475,2026-07-01,interest_rate,134134,143405,Servicer_C,SystemB
L000015,2026-08-16,current_balance,128070,123397,Servicer_A,SystemA
L000450,2026-05-29,current_balance,134690,120141,Servicer_B,SystemA
L000490,2026-06-06,interest_rate,172727,159072,Servicer_D,SystemB
L000331,2026-06-13,current_status,194353,118282,Servicer_B,SystemB
L000200,2026-08-05,current_status,168825,160721,Servicer_B,SystemB
L000156,2026-07-11,interest_rate,199293,100759,Servicer_B,SystemB
L000468,2026-08-22,current_balance,105721,126956,Servicer_B,SystemA
L000141,2026-05-30,current_status,165076,167969,Servicer_B,SystemA
L000370,2026-06-07,current_balance,132033,109697,Servicer_D,SystemA
L000143,2026-08-22,interest_rate,159702,140832,Servicer_C,SystemB
L000201,2026-06-08,interest_rate,174298,97896,Servicer_D,SystemB
L000260,2026-06-12,current_balance,179482,129750,Servicer_D,SystemB
L000338,2026-07-06,interest_rate,119949,183823,Servicer_A,SystemA
L000386,2026-05-27,interest_rate,189493,145459,Servicer_B,SystemA
L000207,2026-07-21,current_balance,184351,186807,Servicer_A,SystemA
L000185,2026-07-09,interest_rate,129304,131069,Servicer_B,SystemA
L000154,2026-05-27,current_status,143886,128414,Servicer_D,SystemB
L000415,2026-07-10,interest_rate,185080,112692,Servicer_B,SystemA
L000195,2026-06-16,current_status,149786,110578,Servicer_D,SystemB
L000440,2026-08-23,current_balance,168928,143938,Servicer_D,SystemB
L000155,2026-07-10,interest_rate,195482,129238,Servicer_B,SystemB
L000145,2026-07-12,current_status,138584,187685,Servicer_D,SystemB
L000232,2026-07-15,interest_rate,118378,115673,Servicer_D,SystemB
L000287,2026-06-28,interest_rate,159417,152616,Servicer_B,SystemA
L000301,2026-06-16,current_balance,148957,187095,Servicer_C,SystemB
L000092,2026-06-27,current_status,158430,115903,Servicer_B,SystemB
L000051,2026-07-12,current_balance,157578,187382,Servicer_D,SystemB
L000459,2026-08-16,current_balance,132577,176358,Servicer_C,SystemA
L000248,2026-05-29,current_status,180665,146858,Servicer_C,SystemA
L000036,2026-05-24,current_status,120715,180328,Servicer_C,SystemA
L000131,2026-06-28,interest_rate,107369,185863,Servicer_B,SystemB
L000393,2026-06-03,interest_rate,179875,180122,Servicer_B,SystemB
L000204,2026-07-01,interest_rate,168664,116629,Servicer_A,SystemB
L000292,2026-06-14,current_balance,171998,90409,Servicer_C,SystemB
L000477,2026-07-19,interest_rate,191354,188922,Servicer_C,SystemA
L000088,2026-07-19,current_status,107585,161161,Servicer_A,SystemB
L000018,2026-06-11,current_balance,109400,155999,Servicer_D,SystemB
L000139,2026-05-20,current_balance,117433,174602,Servicer_A,SystemB
L000453,2026-05-20,current_status,129653,92358,Servicer_A,SystemA
L000336,2026-08-21,current_balance,156786,148179,Servicer_D,SystemA
L000015,2026-08-13,current_balance,110808,130653,Servicer_B,SystemA
L000235,2026-06-17,current_status,122457,179835,Servicer_C,SystemB
L000192,2026-07-24,current_balance,104996,178674,Servicer_C,SystemA
L000246,2026-06-07,current_balance,131878,101133,Servicer_C,SystemA
L000234,2026-06-01,current_balance,175973,131503,Servicer_C,SystemA
L000401,2026-07-08,current_balance,156319,115797,Servicer_A,SystemB
L000044,2026-07-29,current_balance,192680,99494,Servicer_D,SystemA
L000161,2026-06-24,current_status,154351,177967,Servicer_B,SystemA
L000063,2026-07-22,current_status,134775,127532,Servicer_B,SystemB
L000283,2026-07-27,interest_rate,192489,134305,Servicer_B,SystemA
L000113,2026-06-01,current_balance,121773,176824,Servicer_B,SystemA
L000449,2026-08-23,current_status,163215,107616,Servicer_D,SystemB
L000375,2026-06-05,current_status,137082,114898,Servicer_A,SystemB
L000242,2026-07-14,interest_rate,115917,130312,Servicer_D,SystemA
L000417,2026-05-18,current_status,136186,141122,Servicer_C,SystemB
L000446,2026-08-10,current_status,112366,124344,Servicer_B,SystemB
L000347,2026-07-30,interest_rate,158784,150003,Servicer_B,SystemA
L000392,2026-07-31,interest_rate,165622,183348,Servicer_C,SystemB
L000209,2026-07-14,interest_rate,125148,145606,Servicer_B,SystemA
L000370,2026-06-09,current_status,151309,129876,Servicer_C,SystemA
L000073,2026-07-20,current_balance,117286,98767,Servicer_B,SystemA
L000169,2026-08-18,current_balance,129875,176791,Servicer_C,SystemA
L000150,2026-06-16,current_balance,198409,164771,Servicer_C,SystemB
L000204,2026-08-21,current_balance,188952,100246,Servicer_D,SystemA
L000225,2026-08-08,current_status,119874,165326,Servicer_B,SystemA
L000381,2026-08-05,current_status,196098,175821,Servicer_B,SystemB
L000393,2026-06-27,current_balance,186432,120984,Servicer_A,SystemB
L000264,2026-07-10,current_balance,192922,144040,Servicer_B,SystemB
L000356,2026-06-11,current_balance,179403,96956,Servicer_C,SystemB
L000233,2026-07-20,current_status,180623,139568,Servicer_B,SystemB
L000371,2026-08-22,current_balance,143698,109481,Servicer_A,SystemB
L000319,2026-05-22,interest_rate,160574,109384,Servicer_C,SystemA
L000442,2026-07-17,current_balance,116498,141496,Servicer_C,SystemB
L000020,2026-07-30,current_status,146360,149501,Servicer_C,SystemB
L000195,2026-06-15,interest_rate,125850,188287,Servicer_C,SystemA
L000282,2026-05-29,current_balance,132011,135702,Servicer_C,SystemB
L000494,2026-07-08,current_balance,103145,91392,Servicer_D,SystemA
L000184,2026-05-26,current_balance,167651,189861,Servicer_A,SystemA
L000435,2026-06-30,current_balance,159834,154867,Servicer_B,SystemB
L000387,2026-05-20,current_balance,180775,137216,Servicer_C,SystemB
L000169,2026-08-06,interest_rate,112065,154625,Servicer_A,SystemB
L000129,2026-06-26,current_balance,144787,140628,Servicer_D,SystemA
L000225,2026-08-07,interest_rate,102419,144111,Servicer_C,SystemB
L000491,2026-08-05,current_balance,105999,130086,Servicer_C,SystemB
L000041,2026-07-09,current_status,183249,157606,Servicer_B,SystemA
L000029,2026-07-10,current_status,125895,104421,Servicer_C,SystemA
L000382,2026-08-14,interest_rate,106256,159575,Servicer_B,SystemA
L000468,2026-07-24,current_balance,176623,160555,Servicer_B,SystemA
L000487,2026-08-07,interest_rate,130159,160171,Servicer_A,SystemB
L000147,2026-06-18,current_status,158105,91114,Servicer_A,SystemA
L000350,2026-07-26,current_status,109104,162722,Servicer_D,SystemA
L000327,2026-07-24,current_balance,111715,161811,Servicer_D,SystemA
L000404,2026-08-14,current_status,182185,157001,Servicer_B,SystemB
L000414,2026-08-15,current_status,139093,166328,Servicer_D,SystemB
L000057,2026-07-18,current_balance,181426,170937,Servicer_B,SystemB
L000183,2026-06-05,current_status,124546,171827,Servicer_B,SystemB
L000050,2026-06-27,current_balance,102789,98546,Servicer_B,SystemB
L000353,2026-06-05,current_balance,106663,133669,Servicer_B,SystemA
L000014,2026-06-15,current_balance,182827,144569,Servicer_D,SystemB
L000391,2026-07-29,interest_rate,146965,165862,Servicer_A,SystemA
L000214,2026-06-28,current_status,121155,137932,Servicer_A,SystemA
L000178,2026-06-03,current_balance,195862,104223,Servicer_B,SystemB
L000124,2026-07-05,current_balance,183047,168940,Servicer_C,SystemA
L000365,2026-06-18,current_status,178063,92181,Servicer_A,SystemB
L000121,2026-08-15,current_balance,133014,130484,Servicer_A,SystemB
L000309,2026-06-08,current_balance,151450,96848,Servicer_B,SystemB
L000412,2026-07-05,interest_rate,145719,116082,Servicer_A,SystemA
L000257,2026-08-14,current_balance,110856,169714,Servicer_C,SystemA
L000312,2026-06-23,current_status,196405,118772,Servicer_D,SystemB
L000005,2026-08-17,current_status,148488,109795,Servicer_A,SystemA
L000386,2026-06-06,current_balance,131722,181164,Servicer_C,SystemA
L000167,2026-08-17,interest_rate,146182,99256,Servicer_B,SystemA
L000456,2026-08-23,current_status,179268,114906,Servicer_A,SystemA
L000079,2026-07-07,current_status,128357,148932,Servicer_C,SystemA
L000094,2026-08-16,current_balance,114461,171224,Servicer_B,SystemB
L000272,2026-05-22,interest_rate,193421,143536,Servicer_A,SystemA
L000214,2026-06-27,interest_rate,192703,109999,Servicer_D,SystemA
L000143,2026-08-11,interest_rate,177766,169310,Servicer_A,SystemA
L000486,2026-07-09,current_balance,154653,106279,Servicer_D,SystemB
L000043,2026-07-07,current_status,109553,132093,Servicer_C,SystemA
L000073,2026-07-31,current_balance,160623,155845,Servicer_C,SystemB
L000110,2026-08-11,current_balance,162585,166734,Servicer_A,SystemB
L000098,2026-07-24,current_status,196859,115740,Servicer_D,SystemA
L000241,2026-08-05,current_balance,160656,174261,Servicer_B,SystemB
L000212,2026-07-14,current_status,151334,167380,Servicer_A,SystemA
L000286,2026-06-28,current_balance,191715,168847,Servicer_B,SystemB
L000205,2026-06-13,current_balance,167353,154575,Servicer_D,SystemB
L000270,2026-06-08,current_balance,191807,113360,Servicer_D,SystemB
L000470,2026-07-28,current_status,173843,117533,Servicer_A,SystemB
L000283,2026-05-30,current_balance,160820,110576,Servicer_A,SystemB
L000392,2026-07-01,interest_rate,198831,109849,Servicer_C,SystemB
L000453,2026-06-16,current_balance,151682,176113,Servicer_B,SystemB
L000331,2026-07-27,current_balance,103527,161674,Servicer_C,SystemB
L000372,2026-05-28,current_status,154857,114111,Servicer_C,SystemB
L000473,2026-06-24,current_status,171367,113409,Servicer_A,SystemA
L000203,2026-08-15,interest_rate,145221,161442,Servicer_D,SystemB
L000466,2026-06-20,current_balance,137618,140306,Servicer_A,SystemB
L000334,2026-08-10,current_status,119329,166334,Servicer_D,SystemA
L000334,2026-06-25,interest_rate,136181,141107,Servicer_B,SystemB
L000175,2026-06-10,interest_rate,140300,102152,Servicer_D,SystemB
L000237,2026-07-24,current_balance,160772,127361,Servicer_A,SystemB
L000194,2026-08-18,interest_rate,110719,161345,Servicer_C,SystemB
L000027,2026-07-16,current_balance,158600,179097,Servicer_B,SystemA
L000428,2026-05-22,interest_rate,170128,171366,Servicer_C,SystemA
L000236,2026-07-05,current_status,128639,173910,Servicer_A,SystemB
L000319,2026-07-08,current_balance,129950,102315,Servicer_D,SystemB
L000445,2026-07-18,current_status,131385,112179,Servicer_A,SystemA
L000378,2026-08-05,current_status,132595,143694,Servicer_B,SystemA
L000162,2026-05-19,interest_rate,170128,134672,Servicer_B,SystemA
L000182,2026-06-18,current_status,186753,144187,Servicer_B,SystemB
L000237,2026-07-08,current_status,195501,189121,Servicer_C,SystemB
L000331,2026-06-25,current_balance,119658,128950,Servicer_D,SystemA
L000284,2026-07-21,current_balance,137394,187136,Servicer_B,SystemA
L000440,2026-05-23,interest_rate,134433,101959,Servicer_B,SystemB
L000054,2026-07-26,current_balance,143222,120357,Servicer_C,SystemA
L000318,2026-07-11,current_balance,106533,160653,Servicer_A,SystemA
L000363,2026-06-26,interest_rate,112398,158531,Servicer_B,SystemB
L000188,2026-08-14,interest_rate,115957,181400,Servicer_B,SystemB
L000008,2026-06-28,current_balance,162372,108820,Servicer_C,SystemB
L000408,2026-08-07,current_status,177034,147190,Servicer_B,SystemA
L000149,2026-08-14,current_balance,184867,155709,Servicer_B,SystemB
L000438,2026-06-26,current_status,183008,133777,Servicer_B,SystemA
L000194,2026-07-17,interest_rate,107929,93982,Servicer_B,SystemA
L000039,2026-07-23,current_status,192274,174438,Servicer_C,SystemA
L000398,2026-06-16,current_balance,124881,154633,Servicer_C,SystemA
L000492,2026-08-08,current_status,140940,189116,Servicer_D,SystemB
L000342,2026-05-30,interest_rate,101683,113475,Servicer_B,SystemA
L000145,2026-06-02,interest_rate,113430,119711,Servicer_B,SystemB
L000108,2026-08-22,current_balance,190712,119165,Servicer_C,SystemB
L000143,2026-07-01,current_status,169976,110307,Servicer_C,SystemA
L000469,2026-06-26,current_status,123914,155407,Servicer_C,SystemA
L000429,2026-07-01,current_balance,182832,104831,Servicer_C,SystemB
L000398,2026-07-13,interest_rate,160687,178119,Servicer_A,SystemA
L000220,2026-06-07,interest_rate,121492,98710,Servicer_A,SystemA
L000121,2026-08-11,current_balance,174148,188643,Servicer_B,SystemB
L000026,2026-08-06,interest_rate,122758,179636,Servicer_B,SystemB
L000282,2026-08-03,interest_rate,107409,135189,Servicer_D,SystemB
L000207,2026-07-21,interest_rate,143157,100596,Servicer_B,SystemA
L000039,2026-07-05,current_status,125416,166506,Servicer_C,SystemB
L000020,2026-06-08,current_status,139616,128123,Servicer_C,SystemA
L000475,2026-07-10,current_balance,196308,156687,Servicer_B,SystemB
L000453,2026-06-04,current_status,155336,133172,Servicer_D,SystemB
L000217,2026-05-27,current_status,127625,116747,Servicer_D,SystemA
L000344,2026-07-10,interest_rate,123890,107693,Servicer_C,SystemB
L000413,2026-05-28,interest_rate,145600,102242,Servicer_A,SystemB
L000348,2026-08-14,current_balance,176246,98542,Servicer_C,SystemB
L000043,2026-08-21,interest_rate,154921,140766,Servicer_D,SystemB
L000348,2026-06-10,current_balance,188298,129321,Servicer_B,SystemA
L000090,2026-07-26,current_status,130261,103051,Servicer_B,SystemA
L000436,2026-06-16,current_status,104433,172228,Servicer_D,SystemB
L000406,2026-05-21,current_status,163628,113503,Servicer_A,SystemB
L000237,2026-07-18,current_status,137000,141031,Servicer_A,SystemB
L000172,2026-07-27,current_balance,132901,146075,Servicer_A,SystemB
L000344,2026-07-03,current_status,142462,131188,Servicer_D,SystemB
L000237,2026-07-22,current_balance,170266,93386,Servicer_D,SystemA
L000141,2026-08-19,interest_rate,194372,170686,Servicer_B,SystemB
L000200,2026-05-24,current_balance,105914,97058,Servicer_A,SystemA
L000158,2026-07-14,current_balance,132243,184772,Servicer_B,SystemB
L000122,2026-08-18,current_balance,122180,137164,Servicer_C,SystemB
L000275,2026-06-15,interest_rate,159752,157280,Servicer_B,SystemA
L000315,2026-06-15,current_balance,136790,179700,Servicer_D,SystemB
L000420,2026-08-19,interest_rate,175784,135701,Servicer_A,SystemA
L000410,2026-08-14,current_status,174313,157847,Servicer_D,SystemA
L000472,2026-05-20,current_balance,115413,167897,Servicer_B,SystemB
L000262,2026-07-31,interest_rate,102824,126848,Servicer_A,SystemB
L000179,2026-06-10,interest_rate,160057,136316,Servicer_C,SystemB
L000195,2026-06-17,current_balance,169833,95895,Servicer_D,SystemB
L000322,2026-06-07,interest_rate,191743,136670,Servicer_D,SystemB
L000493,2026-07-11,current_status,196447,188782,Servicer_D,SystemB
L000270,2026-06-10,interest_rate,106740,95395,Servicer_A,SystemB
L000359,2026-08-04,current_balance,112101,123593,Servicer_D,SystemA
L000341,2026-08-09,interest_rate,106316,161058,Servicer_A,SystemA
L000108,2026-06-24,interest_rate,143210,110680,Servicer_C,SystemA
L000022,2026-06-24,interest_rate,136512,154873,Servicer_C,SystemB
L000162,2026-06-24,current_status,154082,129630,Servicer_D,SystemB
L000328,2026-05-28,current_balance,134167,187265,Servicer_D,SystemB
L000417,2026-06-10,interest_rate,121486,145089,Servicer_B,SystemB
L000420,2026-06-15,interest_rate,150053,170960,Servicer_B,SystemB
L000484,2026-07-05,interest_rate,105894,145688,Servicer_A,SystemA
L000333,2026-07-28,interest_rate,145854,96915,Servicer_C,SystemB
L000128,2026-07-16,interest_rate,126956,182525,Servicer_A,SystemA
L000366,2026-05-30,current_status,195935,183310,Servicer_D,SystemA
L000461,2026-07-30,interest_rate,155148,186491,Servicer_A,SystemA
L000288,2026-07-11,current_balance,188332,139721,Servicer_C,SystemB
L000270,2026-06-14,current_status,162648,158396,Servicer_B,SystemA
L000454,2026-05-18,current_balance,187882,93904,Servicer_D,SystemB
L000386,2026-06-25,interest_rate,110471,140544,Servicer_B,SystemA
L000279,2026-06-05,interest_rate,132638,125117,Servicer_D,SystemA
L000478,2026-06-22,interest_rate,190513,101418,Servicer_A,SystemA
L000274,2026-07-05,current_balance,191461,136034,Servicer_A,SystemB
L000439,2026-06-02,interest_rate,189656,133344,Servicer_D,SystemA
L000015,2026-08-04,current_status,159964,143491,Servicer_D,SystemA
L000002,2026-05-24,current_balance,161883,186354,Servicer_D,SystemA
L000071,2026-06-28,interest_rate,198713,131969,Servicer_B,SystemA
L000021,2026-08-21,interest_rate,150750,120532,Servicer_D,SystemA
L000263,2026-06-12,current_status,143337,113352,Servicer_C,SystemA
L000017,2026-07-06,current_balance,196331,106154,Servicer_C,SystemB
L000142,2026-06-18,current_status,196916,121900,Servicer_D,SystemA
L000082,2026-06-19,current_status,127736,184729,Servicer_A,SystemB
L000047,2026-08-20,current_balance,195625,103085,Servicer_D,SystemA
L000460,2026-08-05,interest_rate,158686,97619,Servicer_D,SystemA
L000292,2026-08-23,interest_rate,170248,100607,Servicer_D,SystemA
L000015,2026-08-11,current_balance,142534,143552,Servicer_D,SystemA
L000443,2026-07-26,interest_rate,125402,98740,Servicer_A,SystemB
L000285,2026-08-13,interest_rate,178028,119306,Servicer_D,SystemA
L000036,2026-08-20,current_balance,178114,102694,Servicer_B,SystemA
L000063,2026-08-18,current_status,138245,183332,Servicer_D,SystemA
L000249,2026-07-05,current_status,195579,141404,Servicer_D,SystemB
L000029,2026-07-20,current_status,178495,114506,Servicer_D,SystemA
L000157,2026-07-17,interest_rate,168215,116538,Servicer_B,SystemB
L000070,2026-08-17,interest_rate,169230,152532,Servicer_D,SystemB
L000160,2026-08-23,current_status,194812,181154,Servicer_D,SystemA
L000308,2026-08-23,interest_rate,102724,93068,Servicer_C,SystemB
L000464,2026-07-18,current_status,146148,168972,Servicer_A,SystemB
L000441,2026-07-24,current_status,195946,159171,Servicer_A,SystemA
L000442,2026-07-21,interest_rate,124413,93304,Servicer_C,SystemA
L000016,2026-05-22,interest_rate,159645,96759,Servicer_B,SystemB
L000333,2026-07-10,current_balance,150308,95624,Servicer_D,SystemB
L000140,2026-06-13,current_balance,187047,161936,Servicer_D,SystemA
L000315,2026-06-06,current_status,165999,152871,Servicer_C,SystemA
L000495,2026-05-24,interest_rate,148577,156017,Servicer_B,SystemA
L000444,2026-08-16,current_balance,124159,182725,Servicer_B,SystemA
L000216,2026-06-25,current_status,128987,139030,Servicer_D,SystemA
L000061,2026-08-15,interest_rate,187032,173392,Servicer_A,SystemB
L000077,2026-08-07,interest_rate,128780,180846,Servicer_B,SystemA
L000273,2026-08-17,current_status,145583,166646,Servicer_A,SystemB
L000350,2026-06-07,current_status,195314,156753,Servicer_A,SystemA
L000297,2026-06-04,current_status,166044,185665,Servicer_B,SystemB
L000072,2026-08-07,interest_rate,182942,120021,Servicer_D,SystemB
L000047,2026-07-21,current_status,139924,187863,Servicer_B,SystemA
L000469,2026-07-17,current_status,196436,172486,Servicer_A,SystemB
L000385,2026-06-18,current_balance,112144,176767,Servicer_B,SystemB
L000302,2026-08-22,current_balance,162034,98409,Servicer_B,SystemA
L000397,2026-07-17,interest_rate,170223,157312,Servicer_B,SystemA
L000328,2026-07-19,current_balance,174501,177706,Servicer_C,SystemA
L000465,2026-08-09,current_status,122970,91827,Servicer_A,SystemA
L000419,2026-07-18,current_status,190138,112786,Servicer_A,SystemA
L000180,2026-06-22,interest_rate,185805,139934,Servicer_B,SystemB
L000435,2026-06-17,current_balance,136910,172861,Servicer_C,SystemB
L000425,2026-07-04,current_balance,110317,122983,Servicer_B,SystemB
L000078,2026-08-11,current_status,157981,112637,Servicer_C,SystemA
L000210,2026-07-07,current_status,157551,147599,Servicer_C,SystemA
L000331,2026-05-19,current_balance,151740,92267,Servicer_D,SystemA
L000435,2026-08-18,interest_rate,116459,112870,Servicer_C,SystemA
L000383,2026-07-09,current_balance,163945,96501,Servicer_A,SystemA
L000042,2026-08-07,current_status,153752,114042,Servicer_B,SystemB
L000254,2026-08-11,current_balance,188650,135639,Servicer_A,SystemB
L000139,2026-07-06,interest_rate,139274,110210,Servicer_A,SystemA
L000463,2026-08-09,current_status,130507,164657,Servicer_C,SystemB
L000411,2026-08-11,current_status,196434,102402,Servicer_C,SystemB
L000334,2026-06-03,current_status,165839,116560,Servicer_B,SystemA
L000054,2026-07-23,current_status,199718,124173,Servicer_D,SystemB
L000260,2026-06-16,current_balance,177010,164939,Servicer_D,SystemB
L000339,2026-07-30,interest_rate,137657,151937,Servicer_C,SystemB
L000430,2026-06-20,current_status,127308,186196,Servicer_D,SystemA
L000089,2026-05-18,current_status,141530,144436,Servicer_D,SystemA
L000068,2026-05-19,interest_rate,155802,125657,Servicer_B,SystemB
L000329,2026-05-29,current_status,178394,183174,Servicer_D,SystemB
L000488,2026-05-25,interest_rate,126474,153478,Servicer_A,SystemB
L000297,2026-06-01,current_status,151678,122887,Servicer_D,SystemB
L000052,2026-06-05,interest_rate,108311,153807,Servicer_D,SystemA
L000226,2026-08-04,current_status,121100,104073,Servicer_D,SystemA
L000406,2026-08-24,interest_rate,182852,189814,Servicer_D,SystemA
L000455,2026-06-06,current_status,151874,182168,Servicer_B,SystemB
L000374,2026-07-11,current_status,133409,132576,Servicer_B,SystemB
L000350,2026-06-22,current_status,112050,148712,Servicer_A,SystemB
L000159,2026-08-05,current_balance,183814,134347,Servicer_C,SystemA
L000080,2026-08-05,current_balance,179173,142066,Servicer_B,SystemB
L000357,2026-05-28,current_status,173967,149462,Servicer_B,SystemB
L000312,2026-08-16,current_status,170022,146596,Servicer_A,SystemB
L000353,2026-06-29,current_balance,183689,95291,Servicer_D,SystemB
L000458,2026-06-28,current_status,133515,138443,Servicer_D,SystemB
L000441,2026-05-25,current_balance,116942,150692,Servicer_C,SystemB
L000369,2026-07-04,current_status,102744,148435,Servicer_B,SystemB
L000432,2026-05-26,current_balance,177027,172101,Servicer_C,SystemB
L000205,2026-07-18,current_status,168695,120849,Servicer_C,SystemA
L000053,2026-08-10,current_balance,110672,97636,Servicer_B,SystemB
L000104,2026-06-27,current_status,129322,133383,Servicer_C,SystemA
L000499,2026-06-29,current_status,128614,94868,Servicer_B,SystemA
L000057,2026-08-01,current_balance,181026,96332,Servicer_A,SystemA
L000372,2026-07-29,current_status,153359,145289,Servicer_D,SystemA
L000036,2026-08-13,current_status,125082,164778,Servicer_A,SystemA
L000418,2026-07-15,current_balance,156694,100613,Servicer_A,SystemB
L000081,2026-08-06,interest_rate,179951,121524,Servicer_B,SystemB
L000179,2026-08-12,current_status,177053,91826,Servicer_D,SystemB
L000304,2026-05-19,current_status,143677,185175,Servicer_A,SystemB
L000188,2026-05-29,interest_rate,120983,172932,Servicer_C,SystemB
L000181,2026-08-23,current_balance,101433,132079,Servicer_B,SystemB
L000362,2026-08-07,interest_rate,105239,184793,Servicer_D,SystemA
L000101,2026-05-29,current_balance,116889,112216,Servicer_D,SystemA
L000188,2026-05-19,current_status,105240,175370,Servicer_C,SystemB
L000352,2026-06-10,interest_rate,113232,131475,Servicer_B,SystemB
L000464,2026-08-24,interest_rate,105023,129898,Servicer_D,SystemB
L000495,2026-06-01,current_status,129444,156255,Servicer_B,SystemA
L000151,2026-08-16,current_balance,179649,129513,Servicer_B,SystemA
L000159,2026-06-15,interest_rate,138221,108567,Servicer_D,SystemB
L000496,2026-07-29,current_status,148126,149984,Servicer_C,SystemA
L000219,2026-06-30,interest_rate,170411,132957,Servicer_D,SystemA
L000468,2026-07-14,current_status,127599,184427,Servicer_C,SystemB
L000040,2026-08-14,interest_rate,116555,98950,Servicer_C,SystemB
L000270,2026-08-12,current_balance,191036,187213,Servicer_B,SystemB
L000493,2026-06-06,interest_rate,136815,106675,Servicer_D,SystemB
L000008,2026-06-11,current_balance,152033,106890,Servicer_C,SystemB
L000441,2026-06-05,interest_rate,108365,134073,Servicer_A,SystemB
L000099,2026-08-20,current_balance,144392,155797,Servicer_D,SystemB
L000370,2026-08-21,interest_rate,100095,105260,Servicer_C,SystemB
L000084,2026-07-09,current_status,174837,164834,Servicer_D,SystemA
L000405,2026-08-17,current_status,148439,112411,Servicer_A,SystemA
L000137,2026-07-22,interest_rate,122704,104873,Servicer_C,SystemB
